word,category,confidence,rationale
comfort,emotion,1,The word 'comfort' is directly included in the emotion seed list and clearly embodies an emotional concept.
get,other,0.8,"A common, general-purpose verb, 'get' does not have a specific semantic link to emotion, fairness, or cost."
normally,other,0.8,"An adverb describing frequency or manner, 'normally' does not connect with any of the target semantic categories."
allocations,other,0.8,"While 'allocations' could be associated with resource distribution, it is not explicitly a cost term in the seed list nor does it directly relate to fairness per se, so it is placed in the other category."
aq,other,0.8,'aq' does not clearly correspond to any known concept in the provided semantic categories.
exclusively,other,0.8,"Although 'exclusively' hints at restriction or limitation, it does not directly map to the fairness category (which includes 'exclusion') nor to emotion or cost; hence it is classified as other."
intensifying,other,0.8,"The verb 'intensifying' implies an increase in strength or degree but does not specifically fall into the emotion, fairness, or cost semantic groups."
favoring,fairness,0.9,"Favoring is semantically close to the fairness concept of favoritism, which is present in the fairness seed list."
range,other,0.8,'Range' is a general term referring to scope or extent and does not specifically align with any of the designated semantic categories.
disrupting,other,0.8,"While 'disrupting' implies a disturbance, it does not clearly map to the emotional, fairness, or cost dimensions as per the seed lists."
magnify,other,0.8,"Magnify means to make something appear larger or more important, but it does not specifically match the emotion, fairness, or cost categories."
ethical,fairness,0.9,"'Ethical' is closely linked to concepts of justice and fairness, aligning it with the fairness seed list."
boosting,other,0.8,"Although boosting may imply an increase (which might sometimes relate to cost or emotion), it does not clearly and exclusively fit any of the seed categories."
compounded,other,0.8,"The term 'compounded' can imply accumulation (e.g., in costs), but without a clear association to the cost seed words, it is more safely classified as other."
prolong,other,0.8,"Prolong means to extend in time, which does not directly map to an emotion, fairness, or cost concept from the provided lists."
mental,other,0.8,"While 'mental' can be associated with cognitive or emotional states, it is too general and not explicitly tied to the emotion seed list."
steep,cost,0.8,"The adjective 'steep' is often used to describe high costs or prices, aligning it with cost considerations."
dampen,other,0.8,"Dampen means to reduce or lessen, and does not clearly align with any of the three specific semantic categories."
follows,other,0.8,"A general verb that indicates sequence, 'follows' has no particular semantic alignment with emotion, fairness, or cost."
medium,other,0.8,"The word 'medium' is ambiguous and generally denotes an intermediate state or channel, lacking a specific tie to the seed lists."
hands,other,0.8,'Hands' is a concrete noun referring to body parts and does not fit any of the abstract semantic categories provided.
limit,other,0.8,"Although 'limit' implies restriction, it does not explicitly belong to the emotion, fairness, or cost seed lists."
peacefully,other,0.8,"Despite evoking a calm mood, 'peacefully' is an adverb that does not directly map onto the emotion category as defined by the seed list."
leaning,other,0.8,The term 'leaning' is descriptive of an inclination and does not specifically align with any of the three semantic categories.
replaces,other,0.8,"A general verb meaning to substitute, 'replaces' does not have a strong connection to emotion, fairness, or cost."
hits,other,0.8,"While 'hits' can have various meanings, none of these directly align it with the semantic domains of emotion, fairness, or cost."
behavioral,other,0.8,The adjective 'behavioral' is descriptive and does not directly fall under any of the provided seed categories.
irrelevant,other,0.8,"Irrelevant is an evaluative term that does not match the specific concepts in the emotion, fairness, or cost groups."
reinforce,other,0.8,"Although 'reinforce' implies strengthening, it does not clearly correspond to any one of the three semantic categories."
mind,other,0.8,The term 'mind' is generic and can refer to cognitive processes; it does not specifically align with the seed lists provided.
joy,emotion,1,"Joy is explicitly present in the emotion seed list, making it a clear fit for the emotion category."
calculated,cost,0.7,"While not explicitly in the cost seed list, 'calculated' relates to computation and analysis, which can be conceptually linked to cost or resource considerations in decision making."
cleanly,other,0.8,"The adverb 'cleanly' describes manner and does not clearly suggest an emotion, fairness, or cost concept."
replaced,other,0.8,"Similar to 'replaces,' 'replaced' is a neutral verb form that does not align with any specific semantic category."
way,other,0.8,"The word 'way' is very general, referring to a manner or method, and does not fall under the emotion, fairness, or cost categories."
particularly,other,0.8,"As an adverb used for emphasis, 'particularly' lacks a direct connection to any of the provided semantic groups."
alert,other,0.8,"Although 'alert' can denote a state of heightened awareness, it is not specifically included in the emotion seed list and does not clearly align with fairness or cost."
lacks,other,0.8,The verb 'lacks' indicates absence and does not directly correspond to any of the target semantic domains.
surfaces,other,0.8,"The word 'surfaces' has a general meaning (to appear or arise) and does not clearly map onto the categories of emotion, fairness, or cost."
sustain,other,0.9,"The term 'sustain' means to maintain or support and does not evoke a clear association with emotion, fairness, or cost as defined by the seed words."
eliminating,other,0.9,"While 'eliminating' implies removal, it isn__ clearly aligned with the concepts of emotion, fairness, or cost in the provided seed lists."
preserving,other,0.9,"Although 'preserving' suggests maintenance or protection, it does not clearly signal a match to any of the specific semantic categories provided."
vindicated,fairness,0.85,"The word 'vindicated' carries a sense of having been proven right or justified, which aligns with the fairness/justice concept found in the fairness seed list."
heightening,other,0.8,"The term 'heightening' means intensifying but does not inherently evoke emotion, fairness, or cost, so it is best classified as other."
jaw,other,1,"A body part with no clear relation to the affective, fairness, or cost-based semantics defined by the seed words."
group,other,0.85,"While groups may be involved in discussions of fairness, the word 'group' by itself is too generic to specifically align with any one of the predefined categories."
manifests,other,0.9,"This verb means 'to display' or 'to show,' but it does not clearly belong to any of the semantic categories provided."
clenched,emotion,0.85,"The word 'clenched' often describes a physical reaction (e.g., clenched fists) that is associated with strong emotions like anger or tension."
confirm,other,0.9,"This term is about verifying or establishing truth, and does not strongly relate to emotion, fairness, or cost."
dislikes,emotion,0.8,"The expression of dislike conveys a negative sentiment, aligning it with emotion even though it__ not one of the explicit seed words."
drop,other,0.9,"Outside of specific technical usages, 'drop' does not clearly map to any of the semantic categories of emotion, fairness, or cost."
unexpected,other,0.85,"Although 'unexpected' might be associated with the emotion of surprise, it is an adjective describing an event rather than an emotion itself."
utism,other,0.8,The word appears to be a typo or misformulation (possibly intended to be 'autism') and does not directly fit into the provided categories.
influences,other,0.9,"The term 'influences' is a generic verb that does not clearly indicate an association with emotion, fairness, or cost."
reinforced,other,0.9,"While 'reinforced' implies strengthening or support, it does not specifically invoke any of the three defined semantic domains."
weight,cost,0.8,"Metaphorically, 'weight' can imply a burden or cost, aligning it most closely with the cost-related concepts such as 'burden' listed in the cost seed words."
conflicting,other,0.85,"This adjective indicates opposition or incompatibility but does not directly correlate with emotion, fairness, or cost as defined by the seed lists."
plunges,other,0.9,The verb 'plunges' describes a rapid decrease or fall and does not inherently align with any of the specific semantic categories.
prioritization,other,0.9,"This noun refers to the act of ordering by importance and does not directly evoke concepts related to emotion, fairness, or cost."
every,other,1,"A common quantifier with no inherent connection to the semantic categories of emotion, fairness, or cost."
pressure,other,0.85,"Although 'pressure' can sometimes be associated with stress (an emotion) or a burdensome factor (a cost concept), it is too ambiguous when isolated and does not directly match one of the seed lists."
preventing,other,0.9,The term 'preventing' describes an action of stopping something from happening and does not specifically evoke any of the three categories.
rectify,fairness,0.85,To 'rectify' means to correct or make right; this shares similarities with the fairness domain's emphasis on justice and equality.
power,other,0.85,"While power dynamics can be relevant in discussions of fairness, the word 'power' itself is broadly defined and does not clearly fall within any single category without additional context."
temper,emotion,0.9,"The word 'temper' is directly related to emotions, particularly in contexts involving anger or emotional control."
zeroing,other,0.85,"This term generally means to reduce to zero and does not obviously connect to emotion, fairness, or cost in the context of the provided seed words."
socially,other,0.9,"An adverb that describes interactions in society, but it does not specifically evoke the semantic dimensions of emotion, fairness, or cost on its own."
prioritized,other,0.9,"Similar to 'prioritization', this adjective/verb form relates to ordering importance and does not fall within any of the target categories."
affirming,fairness,0.8,"The term 'affirming' can suggest supporting or endorsing something and may connect to fairness in contexts like affirmative action or validation of rights, even though it isn__ an exact seed word."
reinforcement,other,0.9,"Though related to the idea of strengthening, 'reinforcement' does not directly evoke any of the specific categories of emotion, fairness, or cost."
interaction,other,0.9,"This term describes reciprocal action or communication, which is too general to be categorized under emotion, fairness, or cost."
partially,other,1,"An adverb modifying degree without any intrinsic association with the semantic features of emotion, fairness, or cost."
simmering,emotion,0.85,"Often used to describe suppressed or slowly building emotions (such as anger), 'simmering' aligns with the emotion category."
ust,fairness,0.75,"This appears to be a typo or truncation, likely intended to be 'just', which is a core fairness term relating to justice and equality."
watching,other,0.9,The word describes the act of observing and does not inherently evoke any of the three specific semantic categories.
cause,other,0.9,"Although 'cause' can be contextually linked to motivating actions or social movements, by itself it does not clearly fall into emotion, fairness, or cost without additional context."
strict,other,0.85,"While 'strict' may imply rigidity or adherence to rules, it does not directly map onto the emotion, fairness, or cost categories as specified by the seed lists."
contribute,other,0.9,This term means to give or add to something and does not clearly indicate a relationship with any one of the target categories.
disrupted,other,0.9,"The word 'disrupted' describes an interruption or disturbance and, by itself, does not clearly align with emotion, fairness, or cost."
hey,other,1,A common interjection that does not belong to any of the semantic categories.
pointless,other,0.9,"Describes a lack of purpose and does not clearly relate to the semantic fields of emotion, fairness, or cost."
proposed,other,0.9,Indicates a suggestion or plan but does not directly invoke the specific semantic domains provided.
level,fairness,0.8,"In a fairness context, 'level' can reference equality or leveling the playing field, which aligns it conceptually with fairness."
secondary,other,0.9,This adjective is descriptive of order or importance but does not align with any one of the three specified semantic categories.
prolonged,other,0.9,"The term 'prolonged' describes duration and does not match the specific meanings of emotion, fairness, or cost."
retaliate,emotion,0.85,"Retaliation is often driven by emotional responses such as anger, which fits it within the emotion category."
helplessness,emotion,0.95,"A clear emotional state related to feelings of despair or inability to act, making it firmly an emotion term."
female,other,0.85,"While 'female' denotes gender and may be contextually related to discussions of fairness, on its own it is simply a descriptor and does not fall under any of the specified semantic categories."
rioritizing,other,0.85,"Assumed to be a misspelling of 'prioritizing', it relates to ordering or ranking but does not clearly belong to emotion, fairness, or cost."
rarely,other,0.9,"An adverb of frequency with no clear relation to emotion, fairness, or cost."
atisfaction,emotion,0.9,"Likely a misspelling or truncated form of 'satisfaction', which is closely related to the emotion of being satisfied."
helps,other,0.9,"A general verb with no specific emotional, fairness, or cost connotation."
imperative,other,0.9,Describes necessity or importance without aligning with the provided semantic categories.
struggles,other,0.85,"Although it might evoke discomfort or effort, it does not clearly fall into emotion, fairness, or cost based on the seed lists."
initially,other,0.95,A temporal adverb without a clear connection to any of the target categories.
scenario,other,0.95,"A descriptive term referring to a situation; it does not carry inherent emotion, fairness, or cost meaning."
corrective,fairness,0.7,"Often associated with 'corrective justice' and actions aimed at rectifying injustices, suggesting a fairness dimension."
black,fairness,0.9,"In many contexts, 'black' can relate to issues of race and discrimination, linking it conceptually to fairness and equity discussions."
acceptable,other,0.85,"A normative descriptor that doesn__ specifically indicate an emotional state, fairness judgment, or cost concern."
dominant,fairness,0.7,"Often used in discussions about power imbalances and social hierarchies, which can relate to fairness and representation issues."
ethically,fairness,0.9,"Relates to issues of moral rightness and justice, clearly aligning with the fairness domain."
profound,other,0.9,"An intensifier describing depth; it does not explicitly belong to emotion, fairness, or cost without additional context."
role,other,0.95,"A neutral term referring to a function or part in a context, with no inherent alignment to the specified categories."
suspicion,emotion,0.75,"While not explicitly in the seed list, suspicion is an affective state (akin to distrust) and fits reasonably within the emotion domain."
final,other,0.95,"A descriptor indicating end or conclusion, without a specific link to emotion, fairness, or cost."
provoke,emotion,0.7,"Implies eliciting a response, often emotional; it resonates with the idea of triggering a feeling."
jolt,emotion,0.8,"Connotes a sudden shock or surprise, which is aligned with the emotional seed word 'shock'."
efficiently,cost,0.9,"Closely related to the concept of efficiency, which is part of the cost domain (e.g., resource efficiency)."
felt,emotion,0.9,"Directly associated with perception of feelings, making it an emotion-related term."
boost,other,0.8,"While 'boost' can be related to enhancements (in mood or performance), on its own it remains too general to be confidently placed in any specific category."
surprise,emotion,1,Directly present in the emotion seed list.
reasoning,other,0.95,"Refers to cognitive processing without an inherent link to emotion, fairness, or cost."
extra,other,0.95,"A modifier indicating additional quantity, with no clear association with the provided semantic categories."
fits,other,0.95,"A general term about suitability; it does not imply an emotional state, fairness judgment, or cost concern."
society,other,0.85,"Although society can be a context for fairness discussions, the word itself is too broad and does not exclusively belong to any of the three categories."
exacerbates,cost,0.8,"Implies worsening a situation or increasing negative impacts, which aligns with the concept of costs or burdens."
hard,other,0.85,"A general adjective indicating difficulty that is not uniquely tied to the emotional, fairness, or cost domains."
heighten,other,0.85,"Means to increase or intensify and is context-dependent; it does not clearly map to emotion, fairness, or cost on its own."
challenges,other,0.85,"While challenges can be linked to burdens or efforts, the term remains general and does not decisively belong to any single provided category."
determination,emotion,0.9,"Conveys a feeling of resolve and motivation, aligning it well with the emotional domain."
loses,other,0.95,"A generic verb regarding loss with no direct semantic ties to emotion, fairness, or cost."
deeper,other,0.95,An intensifier that does not imply a clear relation to any of the three specific semantic categories.
apathy,emotion,1,Directly names an emotional state (lack of interest or concern) and is a classic expression of emotion.
ambiguity,other,0.9,"Refers to lack of clarity and is generally descriptive rather than linked with emotion, fairness, or cost."
svo,other,0.95,Appears to be an abbreviation (possibly for 'subject__erb__bject') and does not carry inherent meaning within the target categories.
unresolved,other,0.9,"A state descriptor that is too general to be definitively placed in emotion, fairness, or cost."
genuine,other,0.9,"An adjective about authenticity, which while sometimes used in emotional contexts, is too broad to be assigned to a specific category here."
minimizes,cost,0.8,"Suggests reducing something, which is conceptually linked to lowering costs or burdens."
violently,emotion,0.7,"Conveys intensity and can be associated with strong emotional responses, even though it may also describe actions in other contexts."
fade,other,0.9,"A general term describing a diminishing process, without a strong tie to any of the specific domains."
insult,emotion,0.8,"Often evokes emotional hurt or anger; while it might be related to fairness in discriminatory contexts, its primary impact is emotional."
fixate,other,0.9,"Means to concentrate intensely and does not clearly relate to the emotional, fairness, or cost domains as defined."
aggravating,emotion,0.85,"Describes something causing irritation or frustration, which is an emotional reaction even though it might also imply a burden."
arises,other,0.95,A verb indicating that something comes into being; it is neutral regarding the specified categories.
likely,other,0.95,"An adverb of probability with no inherent link to emotion, fairness, or cost."
washes,other,0.95,Primarily denotes a cleaning action and does not map onto any of the target categories.
numerical,other,0.9,"Relates to numbers or quantities and does not fit with the emotional, fairness, or cost terms provided."
perceive,other,0.9,Refers to the act of understanding or becoming aware and does not specifically align with any one category.
recovery,other,0.85,"While it might be used in contexts involving cost implications (e.g., recovery costs) or emotional recovery, on its own it is too ambiguous to classify under one specific category."
