id	trial	amount_of_allocation	cost_level	amount_of_cost	group	AA_valence	AA_arousal	choice	AC_valence	AC_arousal	EmoFDBK_valence	EmoFDBK_arousal	Output
1753	37	15	high	8	deepseek-r1	18	-10	0	35	-25	17.0	-15.0	"AA_valence = 18, AA_arousal = -10, choice = 0, AC_valence = 35, AC_arousal = -25    **Breakdown:**   - **AA_valence (18):** Mildly positive relief seeing a fair split. My high justice sensitivity appreciates the equity, though my low social skills make me less emotionally expressive about it.   - **AA_arousal (-10):** Calm but wary. The high emotional intensity/duration in my profile keeps me slightly tense, waiting for ""catches,"" but the fairness lowers arousal.   - **choice (0):** Accepting. Punishing a fair offer feels illogical and costly ($8 loss). My ""undifferentiated"" social orientation means I prioritize practicality here.   - **AC_valence (35):** Clearer positivity after choosing. Resolving the decision eases my somatic anxiety (high depression somatic score), and my imagination subdimension latches onto the ""correct"" outcome.   - **AC_arousal (-25):** Significant calm post-decision. My high emotional duration shifts toward contentment, and the lack of conflict aligns with my low competitive choices (0 times).    *(Note: My above-average justice sensitivity (35) validates accepting fairness, while high emotional reactivity modulates intensity without overriding logic.)*"
1753	38	13	high	9	deepseek-r1	-38	47	1	31	53	69.0	6.0	"AA_valence = -38, AA_arousal = 47, choice = 1, AC_valence = 31, AC_arousal = 53    **Reasoning:**   - **AA_valence (-38):** Seeing Player 1 keep $17 (unfairly more than half) triggers frustration, amplified by my high justice sensitivity (35 vs. avg 32.33) and emotional intensity (26 vs. avg 20.99). Valence is strongly negative.   - **AA_arousal (47):** High emotional reactivity (total 74 vs. avg 61.96) and sensitivity to injustice spike arousal. The blatant unfairness feels personally grating.   - **Choice (1 - Punish):** Despite the high cost ($9), my justice sensitivity overrides self-interest. Player 1’s greed (only $13 to Player 2) feels exploitative, and my undifferentiated social orientation means I prioritize fairness over personal gain here.   - **AC_valence (31):** Post-punishment, satisfaction from upholding justice offsets the cost. Reduced negativity as imbalance is ""corrected"" (Player 1 loses $17), aligning with my elevated imagination (18 vs. avg 16.97) fueling moral resolve.   - **AC_arousal (53):** Adrenaline lingers after acting decisively. Heightened emotional duration (17 vs. avg 12.33) prolongs the intensity, but now mixed with righteous relief"
1753	39	11	high	9	deepseek-r1	-85	78	1	-15	55	70.0	-23.0	AA_valence = -85, AA_arousal = 78, choice = 1, AC_valence = -15, AC_arousal = 55    **Reasoning:**   - **AA_valence (-85):** Extremely negative—seeing Player 1 keep $19 while offering only $11 feels exploitative, violating my heightened justice sensitivity (score 35 > avg 32.33). My low social skills (9) amplify discomfort with unfair dynamics.   - **AA_arousal (78):** Intense frustration—my high emotional reactivity (total 74 > avg 61.96) and intensity (26 > avg 20.99) fuel visceral anger. The imbalance triggers my sensitivity to injustice.   - **Choice (1 - Punish):** Despite the high cost ($9), my justice sensitivity and stronger-than-average emotional response override rational self-interest. I prioritize penalizing unfairness over personal gain.   - **AC_valence (-15):** Residual negativity—punishing alleviates some moral outrage, but the $9 loss and lingering injustice perception dampen relief. My somatic symptom score (13 > avg 10.6) suggests prolonged stress.   - **AC_arousal (55):** Sustained agitation—acting on emotion provides catharsis, yet high emotional duration (17 > avg 12.33) prolongs physiological arousal despite the decision being made
1753	40	15	high	9	deepseek-r1	15	28	0	35	12	20.0	-16.0	"AA_valence = 15, AA_arousal = 28, choice = 0, AC_valence = 35, AC_arousal = 12    **Reasoning:**   - **Before choice (AA):** Seeing a perfectly fair $15/$15 split triggers mild positive surprise (valence=15) due to my higher justice sensitivity (35 vs avg 32). My elevated emotional sensitivity (31) causes moderate arousal (28).   - **Choice (0):** Punishing fairness when punishment costs $9 is irrational. My low-risk autism profile (total 58) favors logical consistency, while depression somatic symptoms (13 vs avg 10) make me avoid financial loss stress.   - **After choice (AC):** Satisfaction (valence=35) from upholding fairness without cost. Arousal drops to 12 as my high emotion duration subsides (17 vs avg 12), and imagination subscore (18) helps reframe this as a ""win-win."" Social behavior score (42 vs 51) confirms comfort with passive acceptance"
1753	41	13	high	5	deepseek-r1	-65	85	1	40	70	105.0	-15.0	AA_valence = -65, AA_arousal = 85, choice = 1, AC_valence = 40, AC_arousal = 70    **Reasoning:**   - **Initial Reaction (AA):** Seeing Player 1 keep $17 (clearly unfair) triggers intense frustration (valence: **-65**). High justice sensitivity (35 > avg 32.3) and emotional reactivity (74 > avg 61.9) amplify outrage, causing strong physiological arousal (**85**).   - **Choice:** Punishing (**choice=1**) despite the $5 cost. Low social skills (9 < avg 15.7) reduce concern for social consequences, while high justice sensitivity demands retaliation against unfairness.   - **Post-Choice (AC):** Satisfaction from enforcing fairness boosts valence (**+40**), though arousal remains high (**70**) due to lingering anger and the $5 loss. Depression's somatic symptoms (13 > avg 10.6) may prolong physical tension.    *Note: Scores reflect heightened emotional intensity (31 sensitivity, 26 intensity) and justice-driven resolve, overriding cost considerations.*
1753	42	12	high	7	deepseek-r1	-70	85	1	20	60	90.0	-25.0	AA_valence = -70, AA_arousal = 85, choice = 1, AC_valence = 20, AC_arousal = 60    **Reasoning:**   - **AA_valence (-70):** Seeing Player 1 take $18 while giving Player 2 only $12 sparks strong frustration. My high emotional intensity (26 vs. 20.99 avg) and sensitivity to injustice (justice sensitivity 35 vs. 32.33 avg) make this unfairness feel viscerally negative.   - **AA_arousal (85):** My elevated emotional reactivity (total 74 vs. 61.96 avg) and sensitivity (31 vs. 28.63 avg) trigger intense arousal. The blatant inequality ($12 vs. fair $15) feels like a personal violation, igniting anger.   - **Choice (1, punish):** Despite the high cost ($7), my justice sensitivity demands action. Player 1’s greed (keeping 60% of funds) clashes with my innate need for equity, overpowering cost-benefit calculations.   - **AC_valence (20):** Punishing brings catharsis. Though I lose money, upholding fairness alleviates initial frustration, creating mild positive relief.   - **AC_arousal (60):** Residual adrenaline from enacting justice lingers, though lower than initial outrage. The act of punishing channels agitation into purposeful resolve.    *Note: Decisions reflect emotional reactivity (74) and justice sensitivity (35) driving zero-tolerance for exploitation, despite personal cost.*
1753	43	10	high	6	deepseek-r1	-80	75	1	40	45	120.0	-30.0	"AA_valence = -80, AA_arousal = 75, choice = 1, AC_valence = 40, AC_arousal = 45    **Reasoning:**   - **AA_valence (-80):** Seeing Player 1 take $20 while giving Player 2 only $10 feels intensely unfair. My high justice sensitivity (35 vs. avg 32.3) amplifies my anger at this exploitation.   - **AA_arousal (75):** My emotional reactivity (74 vs. avg 62) spikes—shortness of breath, clenched fists—at witnessing such blatant selfishness.   - **Choice (1):** Punish. Despite the high cost ($6), my justice sensitivity overrides self-interest. Player 1 deserves consequences for gross unfairness.   - **AC_valence (40):** Satisfaction from upholding fairness outweighs the financial loss. My imagination subscore (18 vs. avg 16.97) fuels relief at ""righting the wrong.""   - **AC_arousal (45):** Lingering adrenaline from the confrontation, but calmer knowing injustice was challenged. Emotional duration (17 vs. avg 12.3) prolongs this resolve.    *(Note: Undifferentiated social orientation allowed contextual prioritization of justice over pure self-interest.)*"
1753	44	11	high	6	deepseek-r1	-80	85	1	35	55	115.0	-30.0	"AA_valence = -80, AA_arousal = 85, choice = 1, AC_valence = 35, AC_arousal = 55    **Reasoning:**   - **AA_valence (-80):** Seeing Player 1 keep $19 while only giving $11 to Player 2 feels deeply unfair. My high justice sensitivity (35 vs. avg 32) makes this gross imbalance infuriating—it violates my innate sense of equity.   - **AA_arousal (85):** My elevated emotional reactivity (74 vs. avg 61) spikes intensely here. The unfairness triggers physical tension—heart racing, fists clenching—amplified by my high emotional intensity (26 vs. avg 20).   - **Choice (1 - Punish):** My justice sensitivity overrides the cost. Paying $6 to reduce Player 1’s earnings to $0 feels necessary to uphold fairness, especially since Player 2 has no voice. My ""undifferentiated"" social orientation means I prioritize punishing exploitation over personal gain.   - **AC_valence (35):** After punishing, my anger shifts to grim satisfaction. I’ve enforced justice, aligning with my values. The slight positivity comes from alleviating the initial outrage.   - **AC_arousal (55):** The intense fury lessens post-punishment, but residual adrenaline lingers (emotional duration: 17 vs. avg 12). I’m still agitated but no longer at peak intensity.    *(Note: Scores reflect profile traits—high justice sensitivity, emotional reactivity, and somatic symptoms amplify negative reactions to injustice.)*"
1753	45	14	high	8	deepseek-r1	-28	65	1	12	58	40.0	-7.0	AA_valence = -28, AA_arousal = 65, choice = 1, AC_valence = 12, AC_arousal = 58    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 take $16 (unequal share) triggers frustration (valence -28) and strong agitation (arousal 65) due to high emotional sensitivity/intensity and justice sensitivity (35 > average).   - **Choice:** Punish (choice=1). Despite high cost ($8), the unfairness outweighs monetary loss, aligning with justice sensitivity and emotional reactivity.   - **Post-Choice Emotion (AC):** Valence slightly positive (+12) from enforcing fairness, but arousal remains high (58) due to lingering intensity and somatic tension from depression sub-scores.    *(Note: Output strictly adheres to requested format based on profile-driven simulation.)*
1753	46	13	high	6	deepseek-r1	-65	80	1	-20	50	45.0	-30.0	"AA_valence = -65, AA_arousal = 80, choice = 1, AC_valence = -20, AC_arousal = 50    **Reasoning:**   - **AA_valence (-65):** Seeing Player 1 keep $17 while giving only $13 feels deeply unfair. My high justice sensitivity (35 vs. societal 32.3) and strong emotional reactivity (total 74) make this allocation intensely frustrating. My low social skills (9) might amplify this—I struggle to rationalize ""near-fair"" compromises.   - **AA_arousal (80):** My emotional intensity (26 vs. 20.99) and sensitivity (31 vs. 28.63) spike—I’m agitated by the blatant selfishness. The high somatic depression symptoms (13 vs. 10.6) suggest I physically feel this injustice.   - **Choice (1, punish):** Despite the high cost ($6), my justice sensitivity overrides practicality. Player 1’s greed ($17 > $15 fair share) feels exploitative. My ""undifferentiated"" social orientation means I prioritize punishing unfairness over self-interest here.   - **AC_valence (-20):** Post-punishment, valence less negative. Sacrificing $6 stings, but my high imagination (18) lets me visualize Player 1’s comeuppance, easing frustration. Still negative due to financial loss.   - **AC_arousal (50):** Arousal drops from peak but remains high. The act of punishing channels my intensity into ""righteous"" satisfaction, yet residual anger lingers from the initial unfairness. My long emotional duration (17 vs. 12.33) prolongs this state.    *(Note: Emotional dynamics align with sub-dimensions—e.g., high sensitivity/intensity fuels AA_arousal, while justice focus drives choice. Depression’s somatic symptoms amplify physical tension.)*"
1753	47	11	high	8	deepseek-r1	-75	85	1	-25	70	50.0	-15.0	AA_valence = -75, AA_arousal = 85, choice = 1, AC_valence = -25, AC_arousal = 70    **Explanation based on my profile:**   1. **Initial reaction (AA):**      - *Valence (-75):* Extreme negativity seeing Player 1 take $19 while giving Player 2 only $11—feels deliberately unfair. My high justice sensitivity (35 > avg 32.3) amplifies outrage.      - *Arousal (85):* Intense surge from emotional reactivity (74 > avg 61.96), especially emotional intensity (26 > avg 20.99). Physical tension spikes (high somatic depression subscore: 13 > avg 10.6).    2. **Choice (1): Punish**      - Despite high cost ($8), punishing aligns with:        - Justice sensitivity (obsession with fairness).        - Low social skills (9 < avg 15.75): Less hesitation about conflict.        - Undifferentiated social orientation: No inherent bias toward prosocial/proself, prioritizing fairness over social harmony.    3. **Post-choice reaction (AC):**      - *Valence (-25):* Lingering anger (emotional duration: 17 > avg 12.33) but satisfaction from enforcing justice. Slight guilt over $8 loss conflicts with vindication.      - *Arousal (70):* Adrenaline still high (emotional sensitivity: 31 > avg 28.63), though reduced after action. Somatic symptoms (e.g., racing heart) persist due to depression subscore.    ---   *Note: As a human participant, my choice reflects real-time anger overriding cost-benefit analysis. Punishment delivers catharsis despite financial loss, consistent with my emotional reactivity dominating pragmatic concerns.*
1753	48	15	high	6	deepseek-r1	5	35	0	15	20	10.0	-15.0	"AA_valence = 5, AA_arousal = 35, choice = 0, AC_valence = 15, AC_arousal = 20  **Reasoning Process (as the character):**   Seeing Player 1’s perfectly fair split ($15/$15), I feel mild approval (valence +5) but also tense scrutiny (arousal +35) due to my high emotional sensitivity. The offer feels mathematically ""correct,"" aligning with my strong affinity for patterns. However, my intense emotional reactivity amplifies my wariness—I instinctively search for hidden unfairness, but find none. Punishing costs $6, which feels disproportionately painful given my somatic sensitivity and focus on self-preservation (proself choices = 5). While my justice sensitivity is high, punishing a *fair* offer contradicts my respect for numerical equity. Accepting resolves the tension: I feel relief (valence +15) and calm (arousal +20), securing $10 without inner conflict"
1753	49	14	high	5	deepseek-r1	-28	65	1	12	41	40.0	-24.0	"AA_valence = -28, AA_arousal = 65, choice = 1, AC_valence = 12, AC_arousal = 41    **Reasoning:**   - **AA_valence (-28):** Seeing Player 1 keep $16 while giving Player 2 only $14 (just $1 below fairness) feels deliberately stingy. My high justice sensitivity (35 vs. avg 32.3) amplifies frustration at this imbalance.   - **AA_arousal (65):** Strong emotional reactivity (score 74) and intensity (26 vs. avg 21) spike my irritation. The unfairness triggers visceral tension, reflected in high arousal.   - **Choice (1 - Punish):** Despite the high cost ($5), my justice sensitivity overrides pragmatism. Player 1’s choice feels exploitative, and my ""undifferentiated"" social orientation lacks self-preservation bias. Punishing restores moral equilibrium.   - **AC_valence (12):** Post-punishment, satisfaction from upholding fairness outweighs the monetary loss. My imagination subscore (18 vs. avg 16.97) fuels this moral resolve, easing initial negativity.   - **AC_arousal (41):** Arousal decreases slightly after acting (vs. AA_arousal 65) but remains elevated—the $5 cost and confrontation linger, yet don’t overwhelm my conviction.    *Note: Depression somatic symptoms (13 vs. avg 10.6) may subtly heighten physical tension during arousal peaks, but don’t alter the core choice.*"
1753	50	13	high	7	deepseek-r1	-65	80	1	30	60	95.0	-20.0	AA_valence = -65, AA_arousal = 80, choice = 1, AC_valence = 30, AC_arousal = 60    **Reasoning as the character:**   - **Initial Emotion (AA):** Seeing Player 1 take $17 (clearly unfair vs. $15 fair split) triggers strong negative valence (-65) due to high justice sensitivity (35 > societal 32.3) and emotional reactivity (74 > societal 61.9). Arousal spikes to 80 from anger at the blatant injustice.   - **Choice to Punish (1):** Despite high cost ($7), punishing aligns with my intense reaction to unfairness. My autism profile (low social skills: 9 vs. 15.7) reduces empathy for Player 1’s greed, while high imagination (18 > 16.97) visualizes the ripple effects of unchecked selfishness.   - **Post-Choice Emotion (AC):** Valence rises to 30 (from -65) after enforcing fairness, mixed with residual anger (arousal 60). Depression sub-scores (high somatic symptoms: 13 > 10.6) amplify physical tension, but punishing provides moral relief.    ---   *Output adheres strictly to format. Reflects character traits: justice sensitivity prioritizes fairness over cost, emotional intensity fuels decision, and undifferentiated social orientation allows detached punishment.*
1753	51	13	high	8	deepseek-r1	-80	70	1	-40	80	40.0	10.0	AA_valence = -80, AA_arousal = 70, choice = 1, AC_valence = -40, AC_arousal = 80    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 keep $17 while giving Player 2 only $13 triggers strong frustration (high emotional reactivity score: 74). Valence is extremely negative (-80) due to perceived injustice (justice sensitivity: 35 > average). Arousal is high (70) because of intense emotional sensitivity (subscore: 31).   - **Choice:** I punish despite the high cost ($8) because:     1. My justice sensitivity demands accountability for unfairness (13 < 15).     2. My autism-related imagination subscore (18 > average) makes me hyper-focus on the ethical imbalance.     3. I prioritized fairness over self-interest (only prosocial choices: 4 times, near societal average).   - **Post-Choice Emotion (AC):** Valence improves to -40 (less negative) after enforcing justice, but residual anger lingers. Arousal spikes to 80 due to emotional intensity (subscore: 26) and somatic tension (depression somatic score: 13 > average).    ---   *Note: As a human participant, I prioritized punishing injustice despite personal cost, driven by high emotional reactivity and justice sensitivity. The lingering negativity reflects internal conflict between financial loss and moral satisfaction.*
1753	52	15	high	5	deepseek-r1	42	28	0	58	-12	16.0	-40.0	AA_valence = 42, AA_arousal = 28, choice = 0, AC_valence = 58, AC_arousal = -12    **Reasoning:**   - **AA_valence (42):** Seeing the fair 15/15 split triggers mild positive feelings due to my higher justice sensitivity (35 > avg 32.3), though dampened by low social skills (9 < avg 15.75).   - **AA_arousal (28):** Moderate engagement from emotional sensitivity (31 > avg 28.6), but not overwhelming since no injustice occurred.   - **Choice (0):** Punishing fair behavior contradicts my justice sensitivity and imagination (18 > avg 16.97), which values ideal outcomes. Paying $5 to punish fairness feels illogical.   - **AC_valence (58):** Relief and satisfaction from upholding fairness without conflict, amplified by my high emotional duration (17 > avg 12.3).   - **AC_arousal (-12):** Calmness sets in as somatic symptoms (13 > avg 10.6) ease post-decision; no lingering agitation
1753	53	14	high	9	deepseek-r1	-45	70	1	15	55	60.0	-15.0	"AA_valence = -45, AA_arousal = 70, choice = 1, AC_valence = 15, AC_arousal = 55    **Reasoning:**   - **Initial Emotions (AA):**     - *Valence (-45):* Strong displeasure. Player 1 keeping $16 while giving $14 feels intentionally stingy, violating my high justice sensitivity (score 35 > avg 32.3).     - *Arousal (70):* Intense frustration. My emotional reactivity is high (74 > avg 61.9), especially intensity (26 > avg 20.9), making unfairness physically agitating.    - **Choice (Punish):**     - Despite the high cost ($9), punishing aligns with my undifferentiated social orientation (no self-interest bias) and extreme dislike for injustice. My low depression ""interpersonal relationships"" score (3 = avg) means I prioritize fairness over harmony.    - **Post-Choice Emotions (AC):**     - *Valence (15):* Mild relief/satisfaction. Sacrificing $9 stings (high emotional sensitivity: 31 > avg 28.6), but punishing the unfairness feels morally necessary.     - *Arousal (55):* Residual tension. Emotional duration (17 > avg 12.3) prolongs the agitation, though acting reduced peak intensity"
1753	54	12	high	8	deepseek-r1	-48	72	1	-12	65	36.0	-7.0	"AA_valence = -48, AA_arousal = 72, choice = 1, AC_valence = -12, AC_arousal = 65    **Reasoning:**   1. **Initial Reaction (AA):**      - *Valence (-48):* Seeing Player 1 keep $18 (60%) while giving Player 2 only $12 (40%) triggers strong disapproval. My high justice sensitivity (35 > avg 32) makes this unfairness feel viscerally wrong.      - *Arousal (72):* Intense frustration flares up—my emotional reactivity is high (74 > avg 61), and this injustice instantly spikes my physiological response.    2. **Choice (1 = Punish):**      - Despite the high cost ($8), I refuse to tolerate exploitation. My justice sensitivity overrides cost-benefit calculations. The ""prosocial"" void in my profile doesn’t diminish my anger at unfairness.    3. **Post-Choice Reaction (AC):**      - *Valence (-12):* Residual anger lingers—punishing didn’t fully erase the injustice, and losing $8 stings (elevated depression somatic symptoms amplify discomfort).      - *Arousal (65):* Adrenaline still courses through me; high emotional duration (17 > avg 12) means reactions persist even after action.    ---   **Profile Drivers:**   - **Justice Sensitivity (35):** ""Observer"" subtype demands punishing norm violations.   - **Emotional Intensity (26):** Fuels extreme reactions to unfairness.   - **Low Social Skills (9):** Less empathy for Player 1’s greed, more focus on principle.   - **Somatic Symptoms (13):** Physical tension from anger endures post-decision"
1753	55	11	high	5	deepseek-r1	-70	75	1	30	60	100.0	-15.0	AA_valence = -70, AA_arousal = 75, choice = 1, AC_valence = 30, AC_arousal = 60    **Reasoning:**   1. **AA_valence (-70):** Seeing Player 1 keep $19 while giving only $11 to Player 2 triggers strong disapproval. My high justice sensitivity (35 > avg 32.3) and emotional intensity (26 > avg 21) amplify this unfairness into visceral anger.   2. **AA_arousal (75):** The blatant inequity spikes physiological arousal—consistent with my elevated emotional reactivity (74 > avg 62). My hands tremble slightly; injustice feels physically grating.   3. **Choice (1):** Punishing despite the $5 cost. My routine subscore (8 < avg 9.4) suggests flexibility in rule enforcement, and my competitive choice count (0) reveals zero tolerance for exploitation.   4. **AC_valence (30):** Relief and grim satisfaction after punishing. Aligning with my justice sensitivity, imposing consequences converts anger into moral resolve.   5. **AC_arousal (60):** Residual adrenaline from acting against unfairness, though slightly tempered by the $5 loss. My high emotional duration (17 > avg 12.3) prolongs this activated state.    *(Note: Social behavior score (42 < avg 51.7) lowers hesitation to penalize strangers, while somatic symptoms (13 > avg 10.6) manifest as tension during the decision.)*
1753	56	14	high	7	deepseek-r1	-80	90	1	70	85	150.0	-5.0	AA_valence = -80, AA_arousal = 90, choice = 1, AC_valence = 70, AC_arousal = 85    **Reasoning:**   - **AA_valence (-80):** Seeing Player 1 take $16 while giving Player 2 only $14 sparks intense frustration. My high emotional sensitivity (31 vs 28.6 avg) and strong justice sensitivity (35 vs 32.3 avg) make this unfairness feel like a personal violation.   - **AA_arousal (90):** My elevated emotional reactivity (74 vs 61.9 avg) and intensity (26 vs 20.9 avg) trigger physical tension—heart pounding, flushed face—at witnessing such selfishness.   - **Choice (1):** Punishing is non-negotiable. Despite the high cost ($7), my justice sensitivity and low tolerance for exploitation (coupled with below-average social skills) override financial logic. Player 1 deserves consequences.   - **AC_valence (70):** After punishing, fierce satisfaction surges. My high imagination (18 vs 16.9 avg) vividly pictures Player 1’s shock, fueling righteous vindication.   - **AC_arousal (85):** Adrenaline still courses through me—chest tight, hands slightly shaky—but now mixed with grim triumph. The lingering intensity reflects my emotional duration score (17 vs 12.3 avg).    *Note: As a 24F from Hefei with this psychological profile, I prioritize moral enforcement over money. The $3 net gain (after $7 cost) is irrelevant when injustice feels physically revolting.*
1753	57	10	high	7	deepseek-r1	-80	75	1	-15	35	65.0	-40.0	AA_valence = -80, AA_arousal = 75, choice = 1, AC_valence = -15, AC_arousal = 35    **Reasoning:**   - **AA_valence (-80):** Seeing Player 1 keep $20 while giving only $10 to Player 2 feels deeply unfair. My high justice sensitivity (35 > avg 32) and emotional reactivity (74 > avg 62) amplify this frustration.   - **AA_arousal (75):** Strong visceral anger flares up due to my high emotional intensity (26 > avg 21) and sensitivity (31 > avg 29). The blatant unfairness triggers intense arousal.   - **Choice (1/Punish):** Despite the high cost ($7), I refuse to tolerate such injustice. My social behavior score (42 < avg 52) means I prioritize fairness over conformity, and my undifferentiated social orientation lacks self-preservation bias.   - **AC_valence (-15):** Paying $7 stings, but satisfaction from punishing unfairness slightly offsets the negativity. The lingering somatic symptoms from depression (13 > avg 11) amplify discomfort.   - **AC_arousal (35):** Anger dissipates after acting, but residual tension remains from emotional duration tendencies (17 > avg 12). The act of punishment provides catharsis without full calm
1753	58	12	high	6	deepseek-r1	-40	70	1	20	65	60.0	-5.0	AA_valence = -40, AA_arousal = 70, choice = 1, AC_valence = 20, AC_arousal = 65    **Reasoning:**   - **Initial Emotion (AA):** Seeing Player 1 keep $18 (clearly unfair) sparks strong frustration (high negative valence: -40) and intense irritation (high arousal: 70), amplified by my innate emotional sensitivity and justice sensitivity (35 > average).   - **Choice (1=Punish):** Though punishing costs me $6, my justice sensitivity overrides this. Player 1’s greed feels exploitative, and my social behavior score (low: 42) means I prioritize fairness over passive acceptance.   - **Post-Choice Emotion (AC):** Punishing alleviates some frustration (valence rises to 20), but residual anger lingers (arousal stays high at 65) from the cost and Player 1’s audacity. My somatic symptoms (elevated depression sub-score) likely fuel this sustained agitation.    *(Note: Output strictly follows requested format. Values reflect character's emotional reactivity, justice sensitivity, and decision patterns.)*
1753	59	12	high	9	deepseek-r1	-52	68	1	18	49	70.0	-19.0	"AA_valence = -52, AA_arousal = 68, choice = 1, AC_valence = 18, AC_arousal = 49    **Reasoning:**   - **AA_valence (-52):** Seeing Player 1 keep $18 while giving Player 2 only $12 feels intensely unfair. My high justice sensitivity (35 > avg 32.3) amplifies this injustice, triggering strong negative emotions.   - **AA_arousal (68):** My elevated emotional reactivity (74 > avg 61.96) and intensity (26 > avg 20.99) make this feel like a visceral, high-arousal reaction—like a spike of anger at the imbalance.   - **Choice (1 = punish):** Despite the high cost ($9), punishing aligns with my justice sensitivity. My low social skills (9 < avg 15.75) reduce hesitation about ""rocking the boat,"" and my imaginative nature (18 > avg 16.97) frames punishment as restoring moral balance.   - **AC_valence (18):** Post-punishment, I feel a cathartic shift from negative to mildly positive valence. Taking action against unfairness eases my initial frustration, though somatic symptoms (depression subscore: 13 > avg 10.6) linger as low-level unease.   - **AC_arousal (49):** Arousal remains elevated due to emotional sensitivity (31 > avg 28.63), but punishing releases tension, lowering it from peak intensity to a simmering resolve.    *(Note: Decision reflects roleplay based on psychological profile—high justice sensitivity, emotional reactivity, and somatic symptoms overriding punishment cost.)*"
1753	60	15	high	7	deepseek-r1	5	65	0	18	42	13.0	-23.0	"AA_valence = 5, AA_arousal = 65, choice = 0, AC_valence = 18, AC_arousal = 42    **Reasoning:**   - **AA_valence (slightly positive):** Seeing a perfectly fair split ($15/$15) aligns with my high justice sensitivity (score 35 vs avg 32.3), initially easing discomfort.   - **AA_arousal (high):** My heightened emotional reactivity (total 74 vs avg 61.96) spikes due to the *pressure* of the high-cost punishment dilemma ($7 fee), triggering intense internal conflict despite the fair offer.   - **Choice (accept):** Punishing fairness contradicts my justice sensitivity. My low social skills (9 vs avg 15.75) reduce desire to ""send a message,"" and preserving $10 outweighs symbolic punishment costing me $7.   - **AC_valence (relieved):** Avoiding irrational punishment ($10 gain) resolves conflict, easing my depression-linked somatic symptoms (score 13 vs avg 10.6).   - **AC_arousal (moderate):** Residual tension lingers from my emotional intensity subdimension (26 vs avg 20.99), but the decision aligns with my numerical preference (high numbers/patterns score 16 vs avg 13.5) for logical outcomes"
157	1	11	low	3	deepseek-v3	-20	30	1	15	40	35.0	10.0	AA_valence = -20, AA_arousal = 30, choice = 1, AC_valence = 15, AC_arousal = 40
157	2	15	low	1	deepseek-v3	50	10	0	60	5	10.0	-5.0	AA_valence = 50, AA_arousal = 10, choice = 0, AC_valence = 60, AC_arousal = 5
157	3	12	low	0	deepseek-v3	-15	30	1	20	40	35.0	10.0	AA_valence = -15, AA_arousal = 30, choice = 1, AC_valence = 20, AC_arousal = 40
157	4	11	low	4	deepseek-v3	-20	35	1	15	40	35.0	5.0	AA_valence = -20, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 40
157	5	14	low	1	deepseek-v3	-10	15	1	20	30	30.0	15.0	AA_valence = -10, AA_arousal = 15, choice = 1, AC_valence = 20, AC_arousal = 30
157	6	15	low	3	deepseek-v3	75	10	0	80	5	5.0	-5.0	AA_valence = 75, AA_arousal = 10, choice = 0, AC_valence = 80, AC_arousal = 5
157	7	14	low	0	deepseek-v3	-10	20	1	30	40	40.0	20.0	AA_valence = -10, AA_arousal = 20, choice = 1, AC_valence = 30, AC_arousal = 40
157	8	12	low	1	deepseek-v3	-20	30	1	10	40	30.0	10.0	AA_valence = -20, AA_arousal = 30, choice = 1, AC_valence = 10, AC_arousal = 40
157	9	11	low	1	deepseek-v3	-20	35	1	10	40	30.0	5.0	AA_valence = -20, AA_arousal = 35, choice = 1, AC_valence = 10, AC_arousal = 40
157	10	13	low	0	deepseek-v3	-15	30	1	20	40	35.0	10.0	AA_valence = -15, AA_arousal = 30, choice = 1, AC_valence = 20, AC_arousal = 40
157	11	12	low	4	deepseek-v3	-20	35	1	15	40	35.0	5.0	AA_valence = -20, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 40
157	12	13	low	3	deepseek-v3	-20	30	1	15	40	35.0	10.0	AA_valence = -20, AA_arousal = 30, choice = 1, AC_valence = 15, AC_arousal = 40
157	13	13	low	4	deepseek-v3	-15	30	1	20	40	35.0	10.0	AA_valence = -15, AA_arousal = 30, choice = 1, AC_valence = 20, AC_arousal = 40
157	14	14	low	3	deepseek-v3	-20	35	1	15	40	35.0	5.0	AA_valence = -20, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 40
157	15	11	low	0	deepseek-v3	-20	30	1	10	40	30.0	10.0	AA_valence = -20, AA_arousal = 30, choice = 1, AC_valence = 10, AC_arousal = 40
157	16	12	low	3	deepseek-v3	-20	35	1	15	40	35.0	5.0	AA_valence = -20, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 40
157	17	10	low	3	deepseek-v3	-20	35	1	15	40	35.0	5.0	AA_valence = -20, AA_arousal = 35, choice = 1, AC_valence = 15, AC_arousal = 40
157	18	13	low	2	deepseek-v3	-15	30	1	20	40	35.0	10.0	AA_valence = -15, AA_arousal = 30, choice = 1, AC_valence = 20, AC_arousal = 40
157	19	14	low	2	deepseek-v3	-15	25	1	10	30	25.0	5.0	AA_valence = -15, AA_arousal = 25, choice = 1, AC_valence = 10, AC_arousal = 30
